STRING,syllable1a_p,syllable1a_g,syllable1a_pg,syllable1b_p,syllable1b_g,syllable1b_pg,syllable1c_p,syllable1c_g,syllable1c_pg,syllable1d_p,syllable1d_g,syllable1d_pg,syllable1e_p,syllable1e_g,syllable1e_pg,syllable1f_p,syllable1f_g,syllable1f_pg,syllable2a_p,syllable2a_g,syllable2a_pg,syllable2b_p,syllable2b_g,syllable2b_pg,syllable2c_p,syllable2c_g,syllable2c_pg,syllable2d_p,syllable2d_g,syllable2d_pg,syllable2e_p,syllable2e_g,syllable2e_pg,syllable2f_p,syllable2f_g,syllable2f_pg,syllable3a_p,syllable3a_g,syllable3a_pg,syllable3b_p,syllable3b_g,syllable3b_pg,syllable3c_p,syllable3c_g,syllable3c_pg,syllable3d_p,syllable3d_g,syllable3d_pg,syllable3e_p,syllable3e_g,syllable3e_pg,syllable3f_p,syllable3f_g,syllable3f_pg,syllable4a_p,syllable4a_g,syllable4a_pg,syllable4b_p,syllable4b_g,syllable4b_pg,syllable4c_p,syllable4c_g,syllable4c_pg,syllable4d_p,syllable4d_g,syllable4d_pg,syllable4e_p,syllable4e_g,syllable4e_pg,syllable4f_p,syllable4f_g,syllable4f_pg,syllable5a_p,syllable5a_g,syllable5a_pg,syllable5b_p,syllable5b_g,syllable5b_pg,syllable5c_p,syllable5c_g,syllable5c_pg,syllable5d_p,syllable5d_g,syllable5d_pg,syllable5e_p,syllable5e_g,syllable5e_pg,syllable5f_p,syllable5f_g,syllable5f_pg,syllable6a_p,syllable6a_g,syllable6a_pg,syllable6b_p,syllable6b_g,syllable6b_pg,syllable6c_p,syllable6c_g,syllable6c_pg,syllable6d_p,syllable6d_g,syllable6d_pg,syllable6e_p,syllable6e_g,syllable6e_pg,syllable6f_p,syllable6f_g,syllable6f_pg
rational,r,r,r+r,æ,a,æ+a,,,,,,,,,,,,,ʃ,ti,ʃ+ti,ə,o,ə+o,,,,,,,,,,,,,n,n,n+n,ə,a,ə+a,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rats,r,r,r+r,æ,a,æ+a,t,t,t+t,s,s,s+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rattle,r,r,r+r,æ,a,æ+a,,,,,,,,,,,,,t,tt,t+tt,ə,,ə+_,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rattler,r,r,r+r,æ,a,æ+a,t,tt,t+tt,,,,,,,,,,l,l,l+l,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rattlesnake,r,r,r+r,æ,a,æ+a,,,,,,,,,,,,,t,tt,t+tt,ə,,ə+_,l,l,l+l,,,,,,,,,,s,s,s+s,n,n,n+n,eɪ,a,eɪ+a_e,k,k,k+k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rave,r,r,r+r,eɪ,a,eɪ+a_e,v,v,v+v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ravioli,r,r,r+r,æ,a,æ+a,,,,,,,,,,,,,v,v,v+v,i,i,i+i,,,,,,,,,,,,,oʊ,o,oʊ+o,,,,,,,,,,,,,,,,l,l,l+l,i,i,i+i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raw,r,r,r+r,ɔ,aw,ɔ+aw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,r,r,r+r,eɪ,ay,eɪ+ay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rays,r,r,r+r,eɪ,ay,eɪ+ay,z,s,z+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raze,r,r,r+r,eɪ,a,eɪ+a_e,z,z,z+z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
razor,r,r,r+r,eɪ,a,eɪ+a,,,,,,,,,,,,,z,z,z+z,ɚ,o,ɚ+o,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reach,r,r,r+r,i,ea,i+ea,tʃ,ch,tʃ+ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reached,r,r,r+r,i,ea,i+ea,tʃ,ch,tʃ+ch,t,ed,t+ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reaches,r,r,r+r,i,ea,i+ea,,,,,,,,,,,,,tʃ,ch,tʃ+ch,ə,e,ə+e,z,s,z+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reaches,r,r,r+r,i,ea,i+ea,,,,,,,,,,,,,tʃ,ch,tʃ+ch,ɪ,e,ɪ+e,z,s,z+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
react,r,r,r+r,i,e,i+e,,,,,,,,,,,,,æ,a,æ+a,k,c,k+c,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reaction,r,r,r+r,i,e,i+e,,,,,,,,,,,,,æ,a,æ+a,k,c,k+c,,,,,,,,,,,,,ʃ,ti,ʃ+ti,ə,o,ə+o,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,r,r,r+r,i,ea,i+ea,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,r,r,r+r,ɛ,ea,ɛ+ea,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reader,r,r,r+r,i,ea,i+ea,,,,,,,,,,,,,d,d,d+d,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reading,r,r,r+r,i,ea,i+ea,,,,,,,,,,,,,d,d,d+d,ɪ,i,ɪ+i,ŋ,ng,ŋ+ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ready,r,r,r+r,ɛ,ea,ɛ+ea,,,,,,,,,,,,,d,d,d+d,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real,r,r,r+r,i,e,i+e,,,,,,,,,,,,,ə,a,ə+a,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
realised,r,r,r+r,i,e,i+e,,,,,,,,,,,,,ə,a,ə+a,,,,,,,,,,,,,,,,l,l,l+l,aɪ,i,aɪ+i,z,s,z+s,d,ed,d+ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
realistic,r,r,r+r,i,e,i+e,,,,,,,,,,,,,ə,a,ə+a,,,,,,,,,,,,,,,,l,l,l+l,ɪ,i,ɪ+i,,,,,,,,,,,,,s,s,s+s,t,t,t+t,ɪ,i,ɪ+i,k,c,k+c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reality,r,r,r+r,i,e,i+e,,,,,,,,,,,,,æ,a,æ+a,,,,,,,,,,,,,,,,l,l,l+l,ə,i,ə+i,,,,,,,,,,,,,t,t,t+t,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
realize,r,r,r+r,i,e,i+e,,,,,,,,,,,,,ə,a,ə+a,,,,,,,,,,,,,,,,l,l,l+l,aɪ,i,aɪ+i_e,z,z,z+z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
realized,r,r,r+r,i,e,i+e,,,,,,,,,,,,,ə,a,ə+a,,,,,,,,,,,,,,,,l,l,l+l,aɪ,i,aɪ+i,z,z,z+z,d,ed,d+ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
really,r,r,r+r,ɪ,ea,ɪ+ea,,,,,,,,,,,,,l,ll,l+ll,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
realm,r,r,r+r,ɛ,ea,ɛ+ea,l,l,l+l,m,m,m+m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
realness,r,r,r+r,i,ea,i+ea,l,l,l+l,,,,,,,,,,n,n,n+n,ə,e,ə+e,s,ss,s+ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ream,r,r,r+r,i,ea,i+ea,m,m,m+m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reap,r,r,r+r,i,ea,i+ea,p,p,p+p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rear,r,r,r+r,ɪ,ea,ɪ+ea,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reason,r,r,r+r,i,ea,i+ea,,,,,,,,,,,,,z,s,z+s,ə,o,ə+o,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reasonable,r,r,r+r,i,ea,i+ea,,,,,,,,,,,,,z,s,z+s,ə,o,ə+o,,,,,,,,,,,,,n,n,n+n,ə,a,ə+a,,,,,,,,,,,,,b,b,b+b,ə,,ə+_,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reasons,r,r,r+r,i,ea,i+ea,,,,,,,,,,,,,z,s,z+s,ə,o,ə+o,n,n,n+n,z,s,z+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rebel,r,r,r+r,ɛ,e,ɛ+e,,,,,,,,,,,,,b,b,b+b,ə,e,ə+e,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rebel,r,r,r+r,ə,e,ə+e,,,,,,,,,,,,,b,b,b+b,ɛ,e,ɛ+e,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rebels,r,r,r+r,ɛ,e,ɛ+e,,,,,,,,,,,,,b,b,b+b,ə,e,ə+e,l,l,l+l,z,s,z+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rebels,r,r,r+r,ə,e,ə+e,,,,,,,,,,,,,b,b,b+b,ɛ,e,ɛ+e,l,l,l+l,z,s,z+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recall,r,r,r+r,i,e,i+e,,,,,,,,,,,,,k,c,k+c,ɑ,a,ɑ+a,l,ll,l+ll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
receipt,r,r,r+r,ɪ,e,ɪ+e,,,,,,,,,,,,,s,c,s+c,i,ei,i+ei,t,pt,t+pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
receipt,r,r,r+r,i,e,i+e,,,,,,,,,,,,,s,c,s+c,i,ei,i+ei,t,pt,t+pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
receipts,r,r,r+r,ɪ,e,ɪ+e,,,,,,,,,,,,,s,c,s+c,i,ei,i+ei,t,pt,t+pt,s,s,s+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
receipts,r,r,r+r,i,e,i+e,,,,,,,,,,,,,s,c,s+c,i,ei,i+ei,t,pt,t+pt,s,s,s+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
receive,r,r,r+r,ɪ,e,ɪ+e,,,,,,,,,,,,,s,c,s+c,i,ei,i+ei_e,v,v,v+v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
receive,r,r,r+r,ə,e,ə+e,,,,,,,,,,,,,s,c,s+c,i,ei,i+ei_e,v,v,v+v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
receive,r,r,r+r,i,e,i+e,,,,,,,,,,,,,s,c,s+c,i,ei,i+ei_e,v,v,v+v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
received,r,r,r+r,ə,e,ə+e,,,,,,,,,,,,,s,c,s+c,i,ei,i+ei,v,v,v+v,d,ed,d+ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
received,r,r,r+r,i,e,i+e,,,,,,,,,,,,,s,c,s+c,i,ei,i+ei,v,v,v+v,d,ed,d+ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
received,r,r,r+r,ɪ,e,ɪ+e,,,,,,,,,,,,,s,c,s+c,i,ei,i+ei,v,v,v+v,d,ed,d+ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recently,r,r,r+r,i,e,i+e,,,,,,,,,,,,,s,c,s+c,ə,e,ə+e,n,n,n+n,t,t,t+t,,,,,,,l,l,l+l,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recess,r,r,r+r,i,e,i+e,,,,,,,,,,,,,s,c,s+c,ɛ,e,ɛ+e,s,ss,s+ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipe,r,r,r+r,ɛ,e,ɛ+e,,,,,,,,,,,,,s,c,s+c,ə,i,ə+i,,,,,,,,,,,,,p,p,p+p,i,e,i+e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipient,r,r,r+r,ə,e,ə+e,,,,,,,,,,,,,s,c,s+c,ɪ,i,ɪ+i,,,,,,,,,,,,,p,p,p+p,i,i,i+i,,,,,,,,,,,,,ə,e,ə+e,n,n,n+n,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipient,r,r,r+r,ɪ,e,ɪ+e,,,,,,,,,,,,,s,c,s+c,ɪ,i,ɪ+i,,,,,,,,,,,,,p,p,p+p,i,i,i+i,,,,,,,,,,,,,ə,e,ə+e,n,n,n+n,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recital,r,r,r+r,ə,e,ə+e,,,,,,,,,,,,,s,c,s+c,aɪ,i,aɪ+i,,,,,,,,,,,,,t,t,t+t,ə,a,ə+a,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recite,r,r,r+r,ə,e,ə+e,,,,,,,,,,,,,s,c,s+c,aɪ,i,aɪ+i_e,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recite,r,r,r+r,ɪ,e,ɪ+e,,,,,,,,,,,,,s,c,s+c,aɪ,i,aɪ+i_e,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reckless,r,r,r+r,ɛ,e,ɛ+e,k,ck,k+ck,,,,,,,,,,l,l,l+l,ə,e,ə+e,s,ss,s+ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recliner,r,r,r+r,ɪ,e,ɪ+e,,,,,,,,,,,,,k,c,k+c,l,l,l+l,aɪ,i,aɪ+i,,,,,,,,,,n,n,n+n,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recluse,r,r,r+r,ɪ,e,ɪ+e,,,,,,,,,,,,,k,c,k+c,l,l,l+l,u,u,u+u_e,s,s,s+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recognition,r,r,r+r,ɛ,e,ɛ+e,,,,,,,,,,,,,k,c,k+c,ə,o,ə+o,g,g,g+g,,,,,,,,,,n,n,n+n,ɪ,i,ɪ+i,,,,,,,,,,,,,ʃ,ti,ʃ+ti,ə,o,ə+o,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recognize,r,r,r+r,ɛ,e,ɛ+e,,,,,,,,,,,,,k,c,k+c,ə,o,ə+o,g,g,g+g,,,,,,,,,,n,n,n+n,aɪ,i,aɪ+i_e,z,z,z+z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recommendation,r,r,r+r,ɛ,e,ɛ+e,,,,,,,,,,,,,k,c,k+c,ə,o,ə+o,,,,,,,,,,,,,m,mm,m+mm,ɛ,e,ɛ+e,n,n,n+n,,,,,,,,,,d,d,d+d,eɪ,a,eɪ+a,,,,,,,,,,,,,ʃ,ti,ʃ+ti,ə,o,ə+o,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,
recommended,r,r,r+r,ɛ,e,ɛ+e,,,,,,,,,,,,,k,c,k+c,ə,o,ə+o,,,,,,,,,,,,,m,mm,m+mm,ɛ,e,ɛ+e,n,n,n+n,,,,,,,,,,d,d,d+d,ə,e,ə+e,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recommended,r,r,r+r,ɛ,e,ɛ+e,,,,,,,,,,,,,k,c,k+c,ə,o,ə+o,,,,,,,,,,,,,m,mm,m+mm,ɛ,e,ɛ+e,n,n,n+n,,,,,,,,,,d,d,d+d,ɪ,e,ɪ+e,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reconnaissance,r,r,r+r,i,e,i+e,,,,,,,,,,,,,k,c,k+c,ɑ,o,ɑ+o,,,,,,,,,,,,,n,nn,n+nn,ə,ai,ə+ai,,,,,,,,,,,,,s,ss,s+ss,ə,a,ə+a_e,n,n,n+n,s,c,s+c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reconsider,r,r,r+r,i,e,i+e,,,,,,,,,,,,,k,c,k+c,ə,o,ə+o,n,n,n+n,,,,,,,,,,s,s,s+s,ɪ,i,ɪ+i,,,,,,,,,,,,,d,d,d+d,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
record,r,r,r+r,ɛ,e,ɛ+e,,,,,,,,,,,,,k,c,k+c,ɚ,o,ɚ+o,r,r,r+r,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
record,r,r,r+r,ə,e,ə+e,,,,,,,,,,,,,k,c,k+c,ɔ,o,ɔ+o,r,r,r+r,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
record,r,r,r+r,ɪ,e,ɪ+e,,,,,,,,,,,,,k,c,k+c,ɔ,o,ɔ+o,r,r,r+r,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recorder,r,r,r+r,ɪ,e,ɪ+e,,,,,,,,,,,,,k,c,k+c,ɔ,o,ɔ+o,r,r,r+r,,,,,,,,,,d,d,d+d,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recorder,r,r,r+r,i,e,i+e,,,,,,,,,,,,,k,c,k+c,ɔ,o,ɔ+o,r,r,r+r,,,,,,,,,,d,d,d+d,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recording,r,r,r+r,ə,e,ə+e,,,,,,,,,,,,,k,c,k+c,ɔ,o,ɔ+o,r,r,r+r,,,,,,,,,,d,d,d+d,ɪ,i,ɪ+i,ŋ,ng,ŋ+ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recording,r,r,r+r,ɪ,e,ɪ+e,,,,,,,,,,,,,k,c,k+c,ɔ,o,ɔ+o,r,r,r+r,,,,,,,,,,d,d,d+d,ɪ,i,ɪ+i,ŋ,ng,ŋ+ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
records,r,r,r+r,ə,e,ə+e,,,,,,,,,,,,,k,c,k+c,ɔ,o,ɔ+o,r,r,r+r,d,d,d+d,z,s,z+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
records,r,r,r+r,ɛ,e,ɛ+e,,,,,,,,,,,,,k,c,k+c,ɚ,o,ɚ+o,r,r,r+r,d,d,d+d,z,s,z+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
records,r,r,r+r,ɪ,e,ɪ+e,,,,,,,,,,,,,k,c,k+c,ɔ,o,ɔ+o,r,r,r+r,d,d,d+d,z,s,z+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recover,r,r,r+r,ɪ,e,ɪ+e,,,,,,,,,,,,,k,c,k+c,ʌ,o,ʌ+o,,,,,,,,,,,,,v,v,v+v,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rectangle,r,r,r+r,ɛ,e,ɛ+e,k,c,k+c,,,,,,,,,,t,t,t+t,æ,a,æ+a,ŋ,n,ŋ+n,,,,,,,,,,g,g,g+g,ə,,ə+_,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rectangular,r,r,r+r,ɛ,e,ɛ+e,k,c,k+c,,,,,,,,,,t,t,t+t,æ,a,æ+a,ŋ,n,ŋ+n,,,,,,,,,,g,g,g+g,jə,u,jə+u,,,,,,,,,,,,,l,l,l+l,ɚ,a,ɚ+a,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red,r,r,r+r,ɛ,e,ɛ+e,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reddish,r,r,r+r,ɛ,e,ɛ+e,,,,,,,,,,,,,d,dd,d+dd,ɪ,i,ɪ+i,ʃ,sh,ʃ+sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
